Brand,RAM_GB,Storage_GB,Battery_mAh,Screen_Size_inch,Rear_Camera_MP,Front_Camera_MP,Rating,Reviews,OS,Has_5G,Price_USD
Samsung,6,64,4000,6.7,13,8,3.4,45793,Android,1,740
Apple,8,256,3500,6.9,48,20,3.5,25339,iOS,0,1010
Huawei,6,512,5000,5.1,48,13,3.8,79293,Android,0,835
Vivo,12,128,5500,7.0,48,13,3.2,8649,Android,1,710
Oppo,8,64,5000,5.6,64,8,4.9,30368,Android,0,600
Huawei,4,256,5000,7.2,13,5,3.3,37173,Android,0,685
Apple,6,32,4500,6.8,200,16,4.7,1337,iOS,1,1050
Motorola,4,32,5500,4.9,13,16,3.4,25864,Android,0,490
Apple,16,128,5000,6.1,12,8,4.7,71918,iOS,1,1155
Apple,8,64,3000,6.2,200,16,5.0,38254,iOS,1,1100
Xiaomi,6,64,4000,5.7,48,16,5.0,78721,Android,0,585
Realme,3,128,3500,5.1,48,8,3.4,30928,Android,1,545
Xiaomi,8,128,4500,6.1,12,13,3.5,6424,Android,1,635
Realme,8,128,4000,6.7,13,8,3.5,23663,Android,0,645
Nokia,4,128,5000,5.1,200,13,4.9,62215,Android,1,700
Asus,12,256,4000,5.5,64,16,4.4,18247,Android,1,820
Nokia,8,256,4000,6.2,48,13,3.9,18154,Android,0,605
Huawei,12,32,5000,5.7,12,13,3.6,65530,Android,1,685
Xiaomi,6,128,5000,6.8,12,16,3.3,21010,Android,0,535
Apple,8,128,3000,5.4,48,20,3.9,49056,iOS,1,995
Nokia,8,32,4000,5.0,12,32,4.7,32755,Android,1,615
Asus,4,256,5000,6.1,64,16,3.1,69397,Android,1,745
Apple,4,256,4500,4.7,64,5,3.4,41420,iOS,0,865
Motorola,6,128,4500,7.2,108,8,4.7,25196,Android,0,585
Vivo,8,128,4500,6.4,50,20,4.5,43993,Android,1,735
Oppo,16,256,4500,6.8,48,8,3.9,76462,Android,0,820
Xiaomi,8,128,4000,6.1,48,32,3.9,77312,Android,0,650
Asus,12,128,6000,6.3,48,16,4.8,35930,Android,0,765
Apple,6,64,5000,4.8,48,20,3.8,61749,iOS,1,1035
Samsung,6,128,4000,6.7,108,32,3.8,71416,Android,0,755
Vivo,12,128,5000,5.2,50,20,3.4,64158,Android,0,625
Vivo,4,512,4500,7.1,108,16,4.5,14757,Android,0,770
Oppo,6,128,5500,7.1,200,16,3.1,37408,Android,0,605
Realme,12,256,4000,5.0,48,16,3.5,48792,Android,1,730
Samsung,12,128,3500,6.8,48,13,3.7,59734,Android,0,775
Motorola,6,128,5000,5.5,48,16,4.1,28346,Android,0,560
Oppo,6,256,4500,4.7,64,8,4.1,6256,Android,0,595
Samsung,2,256,4500,6.4,13,8,3.6,68377,Android,0,560
Asus,8,256,4000,6.5,64,5,4.6,27107,Android,0,690
Samsung,12,64,5000,5.5,64,5,5.0,22270,Android,1,890
OnePlus,8,256,5000,6.6,13,16,3.3,36086,Android,0,670
Xiaomi,8,64,4000,6.8,50,16,4.2,77905,Android,0,640
Apple,8,32,4000,7.1,50,20,3.2,41515,iOS,1,1015
Oppo,4,128,5000,6.1,12,5,3.5,43459,Android,1,640
Xiaomi,12,64,3500,5.4,48,13,4.0,18032,Android,1,640
Samsung,8,256,3500,7.0,50,8,3.1,66826,Android,0,810
Xiaomi,4,256,4000,5.8,13,5,4.3,10559,Android,1,680
Realme,8,256,4000,6.5,64,13,4.1,48238,Android,0,660
Motorola,8,128,4000,6.4,50,13,4.7,40521,Android,0,675
Realme,6,256,3500,7.1,48,16,3.5,41968,Android,0,545
Huawei,12,256,4000,5.6,48,20,3.2,33402,Android,1,825
OnePlus,12,256,4500,5.4,50,8,4.5,9020,Android,1,785
Samsung,12,128,4500,7.1,13,16,5.0,18926,Android,1,830
Sony,6,256,3500,4.7,64,13,4.5,36439,Android,0,685
Huawei,4,128,4500,5.1,64,16,4.2,9720,Android,1,675
Apple,12,128,4000,7.1,50,5,3.1,31375,iOS,0,965
Huawei,6,128,4000,6.0,50,5,4.0,70887,Android,1,710
Apple,8,32,5000,6.5,48,13,4.9,23304,iOS,0,980
Samsung,16,256,4500,6.0,50,32,3.4,55652,Android,1,880
Samsung,4,128,3500,5.7,12,16,4.1,54022,Android,1,655
Samsung,6,128,4000,5.0,200,32,4.0,6976,Android,0,690
Xiaomi,12,128,4000,6.0,48,32,3.9,8314,Android,1,665
Vivo,8,256,5000,5.6,108,13,3.3,13498,Android,0,580
Oppo,6,128,3500,5.4,64,20,3.8,50019,Android,0,545
Oppo,12,256,4000,7.1,108,5,3.1,42381,Android,1,785
Xiaomi,4,256,4500,4.9,13,8,3.0,66335,Android,0,560
Oppo,6,512,4000,5.3,50,13,3.2,40597,Android,1,770
Xiaomi,8,256,3000,6.0,48,32,3.7,25793,Android,0,640
Xiaomi,6,128,4500,5.6,108,8,3.3,44847,Android,1,665
Xiaomi,4,256,2500,5.3,12,8,3.3,59193,Android,1,515
Sony,4,64,3500,5.4,64,8,4.0,65908,Android,0,605
Huawei,12,128,4500,6.4,50,13,3.8,53378,Android,0,715
Samsung,4,256,4000,5.1,13,13,3.6,28331,Android,0,640
Oppo,8,128,5000,6.1,13,13,4.1,44120,Android,1,630
Motorola,6,64,5000,7.2,48,13,4.4,77172,Android,1,710
Oppo,4,256,4500,5.1,13,16,3.8,43736,Android,1,670
Apple,12,64,5000,5.9,12,8,4.5,37042,iOS,0,945
Vivo,16,128,5000,5.9,108,20,4.8,17236,Android,0,795
Apple,8,64,5000,4.8,64,32,4.3,7962,iOS,1,1035
Huawei,12,128,3000,5.7,48,13,4.8,75769,Android,0,740
Huawei,4,256,4500,7.2,13,16,3.2,28712,Android,1,675
Vivo,6,256,6000,5.6,13,32,3.5,73777,Android,0,620
OnePlus,16,128,4000,6.9,48,16,3.4,19915,Android,0,735
Samsung,3,256,5000,4.7,48,5,4.8,74887,Android,1,795
Apple,8,128,4000,6.3,108,16,4.7,2250,iOS,0,1030
Apple,3,128,4000,6.2,48,16,4.6,25539,iOS,1,1025
Samsung,6,128,4000,5.8,12,13,4.8,17480,Android,1,720
Huawei,16,256,4500,6.5,50,8,4.0,30937,Android,1,730
Vivo,4,128,5000,5.3,13,8,4.5,18726,Android,1,635
Samsung,8,32,4000,6.3,12,13,3.1,55854,Android,1,630
Apple,4,128,4500,6.3,48,8,4.9,10080,iOS,1,1025
Vivo,8,256,4000,4.9,50,16,4.0,10773,Android,0,555
Realme,4,128,3000,6.1,64,16,3.6,33871,Android,1,620
Realme,6,64,4500,5.1,64,32,3.2,37997,Android,1,610
Motorola,12,128,4000,5.7,12,5,3.4,57358,Android,0,660
Samsung,2,256,5500,5.5,13,16,3.4,24472,Android,1,695
Xiaomi,16,128,4000,4.9,13,5,4.2,38628,Android,1,725
Samsung,3,32,4500,5.6,13,16,4.6,61265,Android,1,700
Huawei,12,128,5000,7.1,108,5,4.3,8609,Android,1,740
Samsung,4,128,5500,5.7,50,13,4.8,15385,Android,1,690
Samsung,4,128,4000,5.0,13,16,4.7,60244,Android,1,730
Xiaomi,8,128,4500,5.4,48,20,3.7,78975,Android,1,645
Samsung,6,256,4000,5.0,48,16,4.0,43549,Android,0,710
Oppo,8,128,4000,6.7,50,13,3.1,75704,Android,0,590
Asus,8,256,3000,7.1,48,13,3.0,1482,Android,1,660
Motorola,8,1024,5000,5.4,12,16,4.4,40898,Android,0,940
Samsung,6,256,4500,4.9,64,5,4.8,4405,Android,1,730
Xiaomi,4,128,4000,6.7,108,16,3.9,18195,Android,0,550
Xiaomi,6,64,5000,6.9,108,32,4.5,27031,Android,1,650
Samsung,4,256,4500,6.6,48,32,3.2,43103,Android,1,800
Nokia,3,128,4000,5.0,50,13,3.0,42366,Android,1,595
Realme,4,256,5000,5.8,200,16,4.3,72495,Android,0,670
Motorola,16,128,3000,5.7,64,13,4.6,61203,Android,1,725
Huawei,8,128,5000,7.0,12,8,3.9,1925,Android,0,640
Xiaomi,8,512,4500,6.9,64,13,3.0,76873,Android,1,935
Apple,6,128,4000,5.7,64,16,3.6,44959,iOS,0,955
Oppo,6,128,4500,5.1,50,16,4.6,60733,Android,1,675
Vivo,8,64,5500,5.0,12,20,3.1,21776,Android,0,545
Xiaomi,4,256,5000,5.0,64,8,4.6,8825,Android,1,670
Apple,12,64,4500,6.0,108,20,3.1,57751,iOS,1,1130
Nokia,6,1024,4000,6.8,64,13,4.5,73662,Android,1,1045
Vivo,2,256,5000,6.3,108,13,4.0,45134,Android,0,645
Vivo,4,128,5000,6.2,48,13,4.2,6885,Android,1,605
Oppo,6,512,3000,6.8,13,20,4.0,41955,Android,0,735
Huawei,8,512,5500,6.3,13,13,4.4,13174,Android,0,785
Realme,4,64,3500,6.0,48,13,3.8,62460,Android,1,590
Oppo,16,128,2500,6.7,48,32,4.6,20805,Android,0,650
Oppo,2,1024,4000,5.6,50,13,4.8,78236,Android,0,1035
Asus,4,128,4000,5.1,13,16,4.1,69104,Android,1,635
Xiaomi,4,128,5000,4.9,48,32,3.2,39540,Android,1,570
Oppo,2,128,4000,7.0,48,5,4.2,43801,Android,0,555
Realme,4,256,3000,6.4,13,20,4.2,14386,Android,1,625
Asus,6,64,4500,5.9,13,20,4.1,65438,Android,1,560
Oppo,4,64,5000,5.4,50,8,3.1,77753,Android,1,620
Realme,6,512,4500,5.6,50,16,4.7,43951,Android,1,760
Samsung,6,256,4500,5.5,13,8,4.2,22161,Android,0,720
Huawei,6,128,4000,5.9,108,16,3.0,50443,Android,1,675
Xiaomi,16,256,5500,6.0,12,20,3.5,43873,Android,1,790
Vivo,3,64,4000,4.9,64,13,4.4,17774,Android,0,500
Xiaomi,6,128,3000,4.9,12,5,3.6,22963,Android,0,465
Realme,4,256,4500,6.3,12,16,4.5,64938,Android,0,640
Samsung,4,128,5000,6.5,13,5,3.6,44624,Android,0,575
Samsung,6,512,3000,5.2,200,20,4.2,15648,Android,1,895
Oppo,3,1024,4500,5.5,48,13,3.3,74889,Android,1,980
OnePlus,6,128,5500,6.5,50,16,4.3,5865,Android,0,635
Vivo,16,256,2500,4.9,48,20,3.8,53017,Android,1,785
Oppo,6,128,5000,6.2,108,16,4.3,31336,Android,1,620
Xiaomi,4,64,5000,4.8,50,32,4.0,15630,Android,1,500
Samsung,6,256,4500,6.2,12,32,4.4,54677,Android,0,740
Huawei,12,128,4500,7.0,13,16,4.9,54906,Android,0,760
Samsung,8,256,5000,5.5,48,8,3.8,32502,Android,0,735
Motorola,6,128,4500,5.0,50,5,4.7,75502,Android,0,665
Apple,3,256,4000,5.9,108,16,3.7,62120,iOS,1,1115
Nokia,6,256,4500,4.7,13,13,3.4,57965,Android,0,610
Oppo,4,64,5500,6.4,13,13,4.6,5696,Android,0,535
Samsung,12,128,4500,6.6,200,8,3.5,22843,Android,0,830
Vivo,12,32,5000,6.9,108,13,4.1,50493,Android,0,700
Samsung,4,32,4500,5.3,64,8,4.3,65196,Android,0,640
Samsung,16,256,5500,4.8,48,8,4.7,52930,Android,0,865
Realme,4,1024,5500,4.8,48,32,3.0,19864,Android,0,815
Samsung,8,128,4000,6.6,64,20,3.3,10489,Android,0,705
Nokia,4,32,4000,5.6,13,13,3.8,534,Android,1,535
Samsung,6,256,5000,5.4,200,5,3.9,78746,Android,0,815
Realme,4,64,5000,5.6,50,13,3.2,64791,Android,0,605
Xiaomi,8,256,5500,6.0,50,8,4.5,29807,Android,1,715
Nokia,2,128,4500,6.8,48,16,4.2,65774,Android,1,610
Oppo,8,256,5000,5.3,64,20,3.8,73565,Android,0,670
Apple,4,128,3500,4.9,48,16,3.9,57369,iOS,1,980
Nokia,8,64,3000,7.0,64,16,3.0,17621,Android,1,560
Apple,8,256,4000,5.6,64,16,3.8,58486,iOS,1,1130
Samsung,8,128,4500,5.4,64,32,3.7,29816,Android,0,685
Nokia,6,256,4000,5.1,12,5,4.4,59562,Android,1,610
OnePlus,2,256,4500,6.3,50,8,4.4,18634,Android,1,785
Realme,6,128,3500,5.8,50,13,4.2,61330,Android,0,595
Huawei,4,256,4000,6.8,50,20,4.5,57653,Android,0,730
Realme,12,64,3000,4.9,64,8,3.9,9027,Android,1,670
Nokia,12,512,5500,7.1,13,16,4.1,38612,Android,0,730
Samsung,8,64,4000,5.6,48,20,3.4,50754,Android,0,655
Realme,8,256,4500,6.7,48,13,4.8,68369,Android,1,700
Realme,4,128,4500,6.1,48,8,3.7,13566,Android,0,510
Realme,4,128,4000,5.1,64,20,3.4,78697,Android,1,645
Apple,4,64,3000,6.3,12,16,4.2,16055,iOS,0,965
Xiaomi,2,256,5000,5.8,13,8,4.9,37253,Android,1,575
Realme,8,256,2500,5.1,13,32,4.0,9115,Android,1,575
Realme,4,128,4000,6.1,108,13,4.5,6321,Android,0,505
Oppo,6,128,5000,5.9,48,8,3.3,9472,Android,0,630
Samsung,4,128,4500,6.3,48,5,3.7,15787,Android,1,705
Asus,16,256,4000,7.0,50,16,4.3,65150,Android,0,850
Apple,6,512,4500,5.0,64,32,4.0,68852,iOS,1,1195
OnePlus,6,64,4500,5.4,108,13,4.1,37187,Android,1,770
OnePlus,6,64,4500,4.9,108,13,3.6,21125,Android,0,580
Xiaomi,6,256,4000,5.4,12,5,4.1,71522,Android,1,670
Realme,8,64,4500,6.6,108,8,4.7,66684,Android,0,640
Apple,12,256,4500,6.7,108,13,3.5,23869,iOS,0,1055
Vivo,2,128,4500,5.8,108,20,4.1,45466,Android,1,675
Huawei,12,256,4500,5.5,50,8,4.8,7635,Android,1,770
Vivo,16,256,3500,5.8,48,16,4.7,32202,Android,0,815
Motorola,6,128,5000,5.8,108,8,4.1,60891,Android,0,595
Samsung,4,64,4500,5.9,50,13,3.6,2994,Android,0,605
Motorola,8,128,4000,5.5,200,16,4.9,37360,Android,0,690
Realme,6,256,5000,6.6,50,16,4.6,28974,Android,1,750
Motorola,6,256,5000,7.0,50,32,3.6,48276,Android,1,825
Samsung,6,32,4500,5.8,48,13,4.8,71426,Android,1,715
Oppo,12,64,2500,7.0,12,32,3.3,59050,Android,1,670
Samsung,3,512,4000,6.4,48,8,4.1,75237,Android,0,735
Apple,4,128,5000,7.2,48,32,4.8,59628,iOS,0,1035
Motorola,6,128,5000,7.0,48,20,5.0,41844,Android,1,660
Oppo,6,512,6000,5.2,12,13,4.4,50868,Android,0,670
Samsung,4,256,3500,5.6,64,20,4.1,14045,Android,1,785
Xiaomi,16,64,5000,5.7,13,16,4.4,14985,Android,0,555
Apple,8,64,6000,5.0,48,20,4.9,36523,iOS,0,1010
Vivo,12,64,4500,5.8,12,8,4.2,69521,Android,1,685
Oppo,6,256,4500,6.8,48,32,4.4,44820,Android,0,705
Xiaomi,4,256,3500,6.0,50,13,4.9,15869,Android,1,600
Apple,8,64,4500,4.9,108,13,3.6,48678,iOS,1,1060
Xiaomi,8,256,3000,7.1,48,8,4.3,74882,Android,1,785
Samsung,8,1024,4000,6.6,64,13,4.7,35013,Android,1,1130
Samsung,8,128,5000,6.5,13,13,3.5,9623,Android,0,675
Oppo,2,512,5000,5.3,64,8,3.3,7856,Android,1,705
Huawei,12,128,4500,5.1,48,13,4.5,61649,Android,0,650
Samsung,2,128,4000,6.8,50,32,4.9,78027,Android,0,675
Samsung,4,64,4500,7.2,48,8,3.9,62817,Android,1,795
OnePlus,4,128,4000,5.8,64,8,3.0,9614,Android,1,530
Realme,8,32,5500,5.1,48,8,4.4,79392,Android,1,660
Nokia,4,128,4500,5.8,50,20,4.8,63230,Android,1,645
OnePlus,6,128,4000,6.8,50,20,3.2,62451,Android,1,635
Samsung,8,128,5500,6.5,50,13,4.7,58659,Android,1,855
Apple,12,256,6000,5.4,50,20,4.0,70286,iOS,1,1150
Apple,3,256,5000,5.9,50,32,4.9,75380,iOS,0,1000
Samsung,8,128,5000,6.8,12,16,4.4,22348,Android,1,725
Huawei,4,128,3000,6.9,13,5,4.1,8702,Android,1,575
Nokia,8,128,6000,5.6,108,20,3.1,37294,Android,1,700
Oppo,4,256,6000,4.8,50,16,3.6,40431,Android,0,615
Oppo,6,256,4500,5.3,50,16,4.1,40873,Android,1,720
Samsung,4,128,3000,5.3,48,16,3.7,23309,Android,1,600
Apple,6,128,4500,6.1,50,13,4.6,22694,iOS,1,1005
Vivo,12,64,4000,5.5,48,5,5.0,69632,Android,0,670
Xiaomi,6,256,5000,5.0,200,20,4.9,37499,Android,1,770
Realme,16,64,4500,6.4,50,13,4.6,8264,Android,0,735
Apple,2,256,5500,7.2,50,5,4.8,48850,iOS,1,1140
Apple,6,1024,5000,6.4,64,13,4.4,67987,iOS,1,1435
OnePlus,4,128,4000,5.5,50,32,3.4,7351,Android,1,650
OnePlus,3,256,4500,6.9,13,16,3.7,25012,Android,1,685
Samsung,8,64,5000,6.5,50,13,3.7,77276,Android,1,705
Huawei,16,128,3000,7.0,48,8,4.7,70818,Android,1,905
Vivo,8,64,3500,5.5,200,20,3.4,13808,Android,1,605
Oppo,12,256,4500,5.2,13,32,4.0,77258,Android,0,765
Apple,16,256,4500,5.3,48,5,4.4,5397,iOS,1,1100
Samsung,8,256,2500,5.1,50,20,3.1,65080,Android,1,775
Samsung,16,128,2500,7.2,200,16,4.1,65338,Android,1,910
Xiaomi,8,128,5000,5.4,48,16,4.8,14430,Android,1,585
Huawei,4,128,5000,6.0,64,13,3.5,11340,Android,0,595
Samsung,6,256,4000,6.3,48,13,3.6,36953,Android,0,775
Samsung,6,64,2500,6.7,48,20,4.6,27450,Android,1,715
Xiaomi,6,128,4000,5.2,64,20,3.4,41877,Android,1,630
Xiaomi,16,256,5500,6.0,12,16,4.2,14967,Android,0,750
Nokia,8,256,5000,4.9,64,8,4.0,61118,Android,0,620
Samsung,4,128,4500,4.9,13,20,3.2,69913,Android,1,660
Samsung,3,32,4500,6.4,48,16,4.3,50670,Android,1,685
Vivo,12,128,3500,6.2,108,8,3.7,19038,Android,1,705
Apple,8,64,3500,4.9,108,16,3.6,19504,iOS,1,925
Sony,12,256,4500,4.8,12,13,3.1,71849,Android,0,790
Motorola,6,32,5000,6.8,13,16,3.5,62129,Android,0,615
Xiaomi,6,128,4000,6.4,64,8,3.7,24070,Android,1,630
Nokia,2,256,3500,5.3,108,16,4.5,2079,Android,0,575
Xiaomi,6,256,5000,7.0,50,8,3.3,76152,Android,1,685
Xiaomi,4,32,5500,5.5,108,13,5.0,66954,Android,1,635
Samsung,6,128,4000,5.1,64,13,3.6,53649,Android,1,675
Xiaomi,6,1024,4000,5.8,48,16,4.5,18595,Android,1,920
Realme,4,128,4500,5.7,108,20,4.3,47338,Android,0,635
Samsung,6,128,5500,5.2,48,13,4.0,47024,Android,0,625
Huawei,6,256,6000,5.3,64,16,4.4,45851,Android,1,800
Oppo,8,64,4000,6.0,64,16,3.5,45141,Android,0,625
Oppo,8,256,5500,5.6,12,16,3.5,40391,Android,0,610
Vivo,16,512,4500,6.6,48,20,4.2,31855,Android,0,855
Motorola,6,128,4000,5.2,50,8,4.1,16663,Android,0,585
Xiaomi,6,128,5000,6.9,108,16,4.2,40449,Android,1,715
Apple,3,128,4000,6.1,13,16,3.8,16800,iOS,1,910
Samsung,6,64,3000,6.9,64,5,4.8,54608,Android,1,780
Xiaomi,6,256,4000,5.6,50,20,4.1,32586,Android,0,685
Realme,8,256,5500,4.7,50,8,4.5,60163,Android,0,670
Samsung,3,128,3500,6.0,50,8,3.8,40660,Android,1,630
Vivo,4,256,4000,6.8,48,13,3.2,211,Android,1,645
Samsung,3,256,4000,5.0,50,32,3.1,11147,Android,1,635
Xiaomi,6,64,5000,6.3,48,5,4.1,76508,Android,0,540
Xiaomi,4,512,4000,6.2,50,13,4.1,7541,Android,1,775
Vivo,12,256,4500,4.9,13,16,4.3,7390,Android,1,725
Realme,8,64,5000,5.5,64,20,3.1,47314,Android,1,625
Huawei,16,256,5000,5.0,50,13,4.0,3886,Android,1,865
OnePlus,8,128,3500,6.8,50,13,3.6,74246,Android,1,770
Nokia,6,256,4000,5.8,64,8,4.7,7489,Android,0,650
Xiaomi,2,256,5000,7.0,64,13,4.1,41249,Android,0,655
OnePlus,6,512,5500,6.2,13,16,4.7,67463,Android,1,860
Apple,4,256,3500,6.3,13,20,3.6,9808,iOS,1,995
Huawei,6,256,3000,5.0,64,13,4.9,55828,Android,1,710
Apple,6,256,3000,6.3,64,13,4.7,44714,iOS,0,1060
OnePlus,6,128,5500,5.2,48,13,3.8,48420,Android,1,705
Huawei,4,128,4500,6.8,13,16,3.8,60761,Android,0,580
Samsung,8,128,4500,5.8,13,20,4.6,74597,Android,1,775
Samsung,8,128,5500,7.0,50,13,3.5,58526,Android,1,835
Xiaomi,6,64,4500,6.0,108,32,4.6,26629,Android,0,565
Apple,4,64,5000,7.0,13,13,4.9,21292,iOS,1,985
Motorola,12,256,4500,6.2,12,8,3.7,15723,Android,0,625
Sony,4,64,4500,5.1,64,13,3.6,33653,Android,1,695
Xiaomi,16,512,5500,5.9,108,20,3.1,62947,Android,0,915
Nokia,16,128,5000,6.2,64,8,4.5,71930,Android,0,750
Huawei,6,32,4500,5.9,13,32,3.7,41159,Android,1,590
Sony,4,128,4500,5.8,64,32,3.8,74329,Android,0,665
Samsung,4,512,4500,6.8,50,13,3.2,38168,Android,1,845
Apple,6,512,4000,4.7,13,20,4.9,23381,iOS,1,1150
Oppo,6,512,4000,5.0,50,32,3.6,52149,Android,1,800
Nokia,8,64,4500,5.2,48,13,4.5,18498,Android,1,590
Samsung,6,128,4000,6.1,50,13,4.2,17874,Android,0,685
Apple,4,64,3000,4.7,64,32,3.4,25192,iOS,0,875
Samsung,8,256,3000,5.6,13,8,3.9,54946,Android,0,735
Apple,6,128,4000,5.3,48,13,3.1,77156,iOS,0,875
Oppo,4,256,4500,7.1,12,8,4.4,14377,Android,0,625
Nokia,12,32,4500,6.2,108,13,4.7,7498,Android,1,680
Xiaomi,2,512,2500,5.2,13,16,3.8,26353,Android,0,525
Oppo,8,1024,4500,6.4,48,16,4.3,53508,Android,1,1085
Sony,12,128,3000,5.1,64,8,4.0,13923,Android,1,840
Apple,6,256,5000,4.8,48,13,4.6,68966,iOS,0,975
Vivo,4,256,4000,5.0,50,32,4.2,40003,Android,1,535
Apple,8,512,4000,5.8,48,16,3.8,27602,iOS,0,1110
Apple,4,256,4500,5.3,108,13,4.0,8198,iOS,1,985
Apple,8,1024,5000,6.0,12,8,4.3,64101,iOS,1,1430
Apple,4,256,4000,5.7,108,20,4.7,73259,iOS,1,1135
Apple,6,128,3500,5.2,48,13,3.9,28946,iOS,1,1025
Samsung,2,128,4000,7.0,200,8,3.0,77625,Android,0,700
Apple,12,128,4000,5.7,64,13,3.1,21124,iOS,1,1095
Samsung,8,1024,4000,4.9,48,16,3.4,75203,Android,0,1025
Xiaomi,4,256,2500,6.1,13,20,4.0,61401,Android,1,630
Xiaomi,12,128,4500,5.3,12,20,4.7,35566,Android,0,635
Xiaomi,4,128,4000,6.0,64,16,3.8,43037,Android,1,610
Nokia,16,64,5500,6.3,12,5,4.8,24688,Android,0,735
Huawei,4,32,5500,6.5,48,5,3.0,23129,Android,0,540
Apple,4,32,4500,6.5,48,20,5.0,48589,iOS,0,915
Realme,8,128,4000,5.5,13,16,4.7,13866,Android,1,610
Oppo,6,256,4000,6.6,12,13,4.7,5599,Android,1,710
Motorola,4,128,4500,5.5,64,8,3.9,77566,Android,0,600
Asus,6,256,5000,5.8,108,13,3.4,55352,Android,1,735
Motorola,16,1024,5000,7.1,108,13,4.1,26036,Android,1,1150
Samsung,3,256,4500,4.9,64,32,3.2,6379,Android,1,675
Motorola,6,256,5000,5.5,50,5,4.9,1869,Android,0,615
Vivo,4,512,4500,5.4,12,13,3.6,38867,Android,1,685
Realme,6,256,3000,7.2,50,13,4.7,4501,Android,1,740
Oppo,8,64,5000,4.8,48,32,3.9,9562,Android,1,665
Huawei,8,1024,4500,5.9,12,8,3.7,19258,Android,0,1000
Sony,2,512,4000,6.4,108,16,3.9,37284,Android,1,905
Oppo,6,1024,4500,6.9,64,16,4.2,70996,Android,0,995
Samsung,4,32,5000,5.7,50,13,3.9,63232,Android,1,640
Samsung,4,1024,5000,6.0,48,13,4.4,39051,Android,1,1075
Oppo,4,128,6000,7.1,50,32,3.1,12025,Android,1,585
Huawei,4,128,4500,5.8,12,16,4.0,54306,Android,0,560
Realme,3,64,4500,6.5,48,13,3.1,68762,Android,0,495
Samsung,12,256,4500,6.2,200,20,3.6,1084,Android,0,810
Samsung,8,256,5500,5.1,13,13,3.9,71989,Android,1,805
Vivo,3,128,3000,6.2,200,20,4.0,66336,Android,1,780
Samsung,12,128,4500,5.0,12,16,3.6,4326,Android,0,695
Samsung,6,64,4500,6.2,48,8,4.3,49944,Android,1,645
Xiaomi,8,64,2500,5.2,13,5,4.8,75223,Android,0,615
Samsung,2,32,4500,5.0,50,13,4.7,41625,Android,0,595
Huawei,6,512,5500,6.2,108,13,4.0,9886,Android,0,790
Samsung,4,256,5500,4.9,50,13,3.9,21684,Android,0,700
Samsung,4,32,4000,5.1,64,13,4.8,31773,Android,1,660
Realme,6,64,5500,5.6,48,32,4.1,49511,Android,1,595
Apple,8,1024,5000,6.2,50,32,4.5,31729,iOS,0,1375
Apple,12,128,3500,6.1,50,13,3.3,15741,iOS,0,1010
Oppo,8,256,5000,5.3,12,13,4.8,26870,Android,0,670
Samsung,4,256,4500,6.7,48,20,3.0,78189,Android,1,775
Vivo,8,256,5000,5.3,50,16,4.7,31655,Android,1,745
Motorola,8,256,4500,6.6,12,8,4.0,27319,Android,1,790
Samsung,4,32,4000,5.3,108,32,4.8,66496,Android,0,635
Motorola,12,256,4500,5.4,48,13,4.4,18158,Android,0,655
Samsung,6,64,4000,4.8,12,8,4.3,52673,Android,1,630
Oppo,6,64,4500,5.9,12,16,3.3,33858,Android,1,605
Vivo,8,256,5500,6.7,64,32,4.1,46764,Android,1,810
Nokia,8,256,4000,7.1,108,16,4.4,43378,Android,0,715
Xiaomi,6,64,6000,4.8,48,5,3.5,19873,Android,0,570
Sony,4,64,5500,6.7,48,8,4.8,39543,Android,0,630
Oppo,6,32,5000,5.0,48,20,3.8,34123,Android,1,530
Asus,6,128,5500,5.1,48,16,3.2,53833,Android,1,710
Huawei,3,128,4500,5.4,200,16,3.6,15655,Android,1,665
Xiaomi,8,128,5000,5.0,48,20,4.8,3497,Android,1,580
Realme,8,256,4000,5.7,50,20,4.8,19229,Android,0,670
Samsung,4,256,5000,5.9,13,32,3.8,62101,Android,0,690
Realme,4,256,4500,5.9,108,20,4.0,52727,Android,1,745
Samsung,8,128,6000,7.0,64,8,5.0,56138,Android,1,820
OnePlus,8,128,5000,6.1,50,13,3.2,77243,Android,1,780
Samsung,12,128,4000,4.9,50,13,3.1,21556,Android,1,710
Samsung,6,64,4000,6.6,64,20,4.2,61671,Android,0,710
Oppo,8,128,3000,5.4,64,16,3.2,12635,Android,1,620
